"employment","installment_commitment","residence_since","age","existing_credits","duration","credit_amount","num_dependents","class","skill_level","checking_status_>=200","checking_status_0<=X<200","checking_status_no checking","credit_history_critical/other existing credit","credit_history_delayed previously","credit_history_existing paid","credit_history_no credits/all paid","purpose_domestic appliance","purpose_education","purpose_furniture/equipment","purpose_new car","purpose_other","purpose_radio/tv","purpose_repairs","purpose_retraining","purpose_used car","savings_status_>=1000","savings_status_100<=X<500","savings_status_500<=X<1000","savings_status_no known savings","other_parties_guarantor","other_parties_none","property_magnitude_life insurance","property_magnitude_no known property","property_magnitude_real estate","other_payment_plans_none","other_payment_plans_stores","housing_own","housing_rent","own_telephone_yes","foreign_worker_yes","gender_male","marital_status_div/sep","marital_status_mar/wid","marital_status_single"
-0.981515668646078,-1.7636311074691,1.04646305414177,-0.839174222814178,-0.704573447230057,-0.240736766567997,-0.0557111792244159,-0.428075368025374,0,0.303796206084705,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
-0.239068112938001,0.0241348402948129,-0.765594182467357,0.391544310539948,-0.704573447230057,-0.489517441629654,0.47887637402975,-0.428075368025374,0,1.33013474015466,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1
0.503379442770076,-1.7636311074691,-0.765594182467357,-1.01499115615048,1.02656524375288,-1.23585946681463,-0.608366303860929,-0.428075368025374,1,0.303796206084705,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
-0.981515668646078,-0.869748133587142,0.140434435837207,-0.927082689482329,2.75770393473582,0.754385933678632,1.7007401720242,-0.428075368025374,1,0.303796206084705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
-0.981515668646078,0.918017814176768,1.04646305414177,-0.135906489468963,-0.704573447230057,1.25194728380195,-0.506337665466496,-0.428075368025374,0,0.303796206084705,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
0.503379442770076,-0.869748133587142,1.04646305414177,-1.10289962281863,-0.704573447230057,-1.23585946681463,-0.925080202210316,-0.428075368025374,1,-1.74888086205519,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
-0.239068112938001,0.918017814176768,1.04646305414177,-0.927082689482329,-0.704573447230057,0.256824583555318,-0.673197001174059,-0.428075368025374,0,0.303796206084705,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
0.503379442770076,-0.869748133587142,0.140434435837207,1.00690357721701,1.02656524375288,-0.738298116691312,-0.81950890276052,2.33370119988026,1,-1.74888086205519,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
-0.239068112938001,0.0241348402948129,0.140434435837207,-1.27871655615494,-0.704573447230057,0.505605258616975,-0.248431940636123,-0.428075368025374,0,0.303796206084705,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
1.24582699847815,0.918017814176768,1.04646305414177,2.14971364390299,-0.704573447230057,0.256824583555318,-0.471619587123946,-0.428075368025374,1,0.303796206084705,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1
-0.981515668646078,0.918017814176768,-0.765594182467357,-1.01499115615048,-0.704573447230057,3.24219268429521,1.46550747794814,-0.428075368025374,0,1.33013474015466,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
-0.981515668646078,0.0241348402948129,0.140434435837207,-0.839174222814178,-0.704573447230057,-1.23585946681463,-0.949878829597852,-0.428075368025374,1,-1.74888086205519,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0
1.24582699847815,-0.869748133587142,-1.67162280077192,0.4794527772081,-0.704573447230057,-0.240736766567997,1.09459086545171,-0.428075368025374,1,0.303796206084705,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1
-0.239068112938001,-0.869748133587142,-0.765594182467357,-0.399631889473418,-0.704573447230057,-0.738298116691312,-0.659380623058146,-0.428075368025374,1,-1.74888086205519,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1
0.503379442770076,0.918017814176768,0.140434435837207,0.391544310539948,-0.704573447230057,-0.90415190006575,-0.842181933514839,-0.428075368025374,1,0.303796206084705,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
1.24582699847815,-1.7636311074691,1.04646305414177,-1.01499115615048,1.02656524375288,-0.0748829831935587,0.354528970986535,-0.428075368025374,1,0.303796206084705,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
-0.239068112938001,0.918017814176768,0.140434435837207,-0.399631889473418,-0.704573447230057,-0.489517441629654,-0.616160158182726,-0.428075368025374,1,0.303796206084705,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1.24582699847815,0.918017814176768,1.04646305414177,0.127818910535493,1.02656524375288,0.256824583555318,-0.702955354039102,-0.428075368025374,1,0.303796206084705,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0
0.503379442770076,0.918017814176768,1.04646305414177,-1.10289962281863,1.02656524375288,0.256824583555318,-0.648044107680987,-0.428075368025374,0,0.303796206084705,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
-0.981515668646078,0.0241348402948129,-1.67162280077192,0.127818910535493,-0.704573447230057,-0.738298116691312,-0.707560813411073,-0.428075368025374,0,-1.74888086205519,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
-0.981515668646078,-1.7636311074691,-1.67162280077192,-0.311723422805266,-0.704573447230057,-1.23585946681463,-0.829074087609999,-0.428075368025374,0,-1.74888086205519,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0
1.24582699847815,-0.869748133587142,-1.67162280077192,1.18272051055332,-0.704573447230057,-1.23585946681463,-1.00726993869472,-0.428075368025374,1,0.303796206084705,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
-2.46641078006223,0.0241348402948129,-0.765594182467357,-0.223814956137115,-0.704573447230057,2.24706998404858,0.557169183353256,-0.428075368025374,0,1.33013474015466,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1
1.24582699847815,0.0241348402948129,1.04646305414177,1.35853744388962,-0.704573447230057,0.256824583555318,-0.134358254653458,-0.428075368025374,1,0.303796206084705,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0
0.503379442770076,-0.869748133587142,1.04646305414177,0.039910443867341,-0.704573447230057,-0.738298116691312,-0.612617497127364,-0.428075368025374,1,0.303796206084705,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1
-0.239068112938001,0.918017814176768,1.04646305414177,-0.0479980228008109,1.02656524375288,-0.489517441629654,-0.637770390620436,-0.428075368025374,1,0.303796206084705,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1
-0.239068112938001,-0.869748133587142,1.04646305414177,-0.663357289477874,-0.704573447230057,0.256824583555318,-0.236741159153428,-0.428075368025374,1,0.303796206084705,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
-0.239068112938001,-0.869748133587142,-0.765594182467357,-1.19080808948678,-0.704573447230057,-0.240736766567997,-0.286692680034036,-0.428075368025374,0,0.303796206084705,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
0.503379442770076,0.918017814176768,1.04646305414177,-1.01499115615048,1.02656524375288,1.25194728380195,2.2523324983441,-0.428075368025374,0,0.303796206084705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1
1.24582699847815,0.918017814176768,1.04646305414177,0.4794527772081,1.02656524375288,-0.987078791752969,-0.71818879657716,-0.428075368025374,1,-1.74888086205519,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
1.24582699847815,-0.869748133587142,1.04646305414177,0.831086643880708,-0.704573447230057,1.25194728380195,0.199714682867204,-0.428075368025374,1,-1.74888086205519,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0
1.24582699847815,0.918017814176768,0.140434435837207,2.06180517723483,-0.704573447230057,2.24706998404858,1.1140755012562,-0.428075368025374,0,0.303796206084705,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
0.503379442770076,-0.869748133587142,-0.765594182467357,-0.575448822809722,-0.704573447230057,-1.23585946681463,-0.41210288139386,-0.428075368025374,1,0.303796206084705,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
1.24582699847815,-0.869748133587142,1.04646305414177,0.567361243876252,-0.704573447230057,3.24219268429521,2.5134266181243,-0.428075368025374,1,1.33013474015466,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1
-0.239068112938001,-0.869748133587142,-0.765594182467357,1.00690357721701,1.02656524375288,-0.489517441629654,-0.692681636978551,-0.428075368025374,1,-1.74888086205519,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0
1.24582699847815,-0.869748133587142,-0.765594182467357,-0.0479980228008109,1.02656524375288,1.25194728380195,0.91072675667841,2.33370119988026,1,0.303796206084705,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1
1.24582699847815,0.918017814176768,-0.765594182467357,1.09481204388516,1.02656524375288,0.256824583555318,-0.541410009914583,-0.428075368025374,1,-1.74888086205519,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1
-0.239068112938001,0.918017814176768,1.04646305414177,-0.575448822809722,-0.704573447230057,0.256824583555318,-0.485435965239859,-0.428075368025374,1,1.33013474015466,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1
1.24582699847815,0.0241348402948129,1.04646305414177,-0.0479980228008109,-0.704573447230057,-0.987078791752969,-0.183601243322994,-0.428075368025374,1,0.303796206084705,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
0.503379442770076,0.918017814176768,1.04646305414177,0.91899511054886,-0.704573447230057,2.24706998404858,0.233724228998681,2.33370119988026,0,0.303796206084705,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
-0.239068112938001,0.918017814176768,1.04646305414177,-1.10289962281863,-0.704573447230057,-0.738298116691312,-0.733776505220754,-0.428075368025374,1,0.303796206084705,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
0.503379442770076,0.918017814176768,0.140434435837207,1.18272051055332,1.02656524375288,-0.90415190006575,-0.791167614317622,-0.428075368025374,1,0.303796206084705,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1
-2.46641078006223,0.918017814176768,-1.67162280077192,-0.0479980228008109,1.02656524375288,-1.23585946681463,-0.786916421051188,-0.428075368025374,1,1.33013474015466,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
-0.239068112938001,0.918017814176768,-0.765594182467357,-1.19080808948678,-0.704573447230057,-0.489517441629654,-0.622536948082378,-0.428075368025374,1,0.303796206084705,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
-0.981515668646078,0.0241348402948129,1.04646305414177,-1.19080808948678,-0.704573447230057,-0.987078791752969,-0.67496833170174,-0.428075368025374,0,0.303796206084705,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
-0.239068112938001,0.918017814176768,-0.765594182467357,-0.223814956137115,-0.704573447230057,0.754385933678632,-0.155968487091168,-0.428075368025374,1,0.303796206084705,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
0.503379442770076,0.918017814176768,-1.67162280077192,-0.927082689482329,-0.704573447230057,-0.240736766567997,0.0842239324623937,-0.428075368025374,1,0.303796206084705,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
1.24582699847815,0.918017814176768,1.04646305414177,2.14971364390299,1.02656524375288,0.256824583555318,-0.439027105414613,-0.428075368025374,1,0.303796206084705,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1
-0.981515668646078,-0.869748133587142,-1.67162280077192,-1.19080808948678,-0.704573447230057,0.754385933678632,0.198651884550595,-0.428075368025374,1,0.303796206084705,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0
-0.239068112938001,0.918017814176768,-0.765594182467357,-0.0479980228008109,1.02656524375288,0.256824583555318,-0.208045604604993,-0.428075368025374,1,-1.74888086205519,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
-0.239068112938001,-0.869748133587142,-0.765594182467357,-0.751265756146026,1.02656524375288,0.505605258616975,1.89239813511929,-0.428075368025374,1,0.303796206084705,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
-0.239068112938001,-0.869748133587142,-0.765594182467357,-1.27871655615494,-0.704573447230057,0.256824583555318,1.16792394929771,-0.428075368025374,1,-1.74888086205519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0
-0.239068112938001,0.918017814176768,1.04646305414177,-0.135906489468963,-0.704573447230057,3.24219268429521,1.15339903897073,2.33370119988026,1,0.303796206084705,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1
0.503379442770076,-0.869748133587142,-0.765594182467357,-1.01499115615048,-0.704573447230057,0.00804390849366036,0.174207523268595,-0.428075368025374,1,-1.74888086205519,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1
-0.981515668646078,0.0241348402948129,0.140434435837207,1.00690357721701,2.75770393473582,0.256824583555318,0.648924104687139,-0.428075368025374,1,0.303796206084705,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0
-0.239068112938001,-0.869748133587142,-0.765594182467357,-0.839174222814178,-0.704573447230057,0.256824583555318,-0.476933578706989,-0.428075368025374,1,0.303796206084705,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
0.503379442770076,0.0241348402948129,1.04646305414177,-0.751265756146026,-0.704573447230057,0.256824583555318,0.0994573750004514,-0.428075368025374,0,0.303796206084705,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
-0.981515668646078,0.918017814176768,-0.765594182467357,-1.27871655615494,-0.704573447230057,-0.240736766567997,-0.759992197030434,-0.428075368025374,1,0.303796206084705,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0
-0.239068112938001,0.0241348402948129,-1.67162280077192,-0.48754035614157,1.02656524375288,-0.987078791752969,-0.725274118687884,-0.428075368025374,1,0.303796206084705,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
-0.239068112938001,0.0241348402948129,0.140434435837207,0.567361243876252,1.02656524375288,-0.738298116691312,-1.01400099469991,-0.428075368025374,1,0.303796206084705,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
-2.46641078006223,-1.7636311074691,-0.765594182467357,-1.10289962281863,-0.704573447230057,-1.23585946681463,3.99744733421555,-0.428075368025374,0,-1.74888086205519,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1
1.24582699847815,0.918017814176768,1.04646305414177,-0.0479980228008109,1.02656524375288,-0.738298116691312,-0.813132112860868,-0.428075368025374,1,0.303796206084705,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
-0.239068112938001,0.918017814176768,-0.765594182467357,-0.311723422805266,-0.704573447230057,0.256824583555318,-0.704726684566783,-0.428075368025374,0,-1.74888086205519,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
-0.981515668646078,-0.869748133587142,1.04646305414177,-1.01499115615048,1.02656524375288,0.256824583555318,0.875654412230324,-0.428075368025374,1,0.303796206084705,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
-0.239068112938001,0.918017814176768,-0.765594182467357,-0.663357289477874,-0.704573447230057,-0.489517441629654,0.02541575894338,-0.428075368025374,1,0.303796206084705,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1
1.24582699847815,0.0241348402948129,1.04646305414177,-0.223814956137115,1.02656524375288,-0.240736766567997,0.99149942874067,-0.428075368025374,1,0.303796206084705,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1
